"year","quarter","yearquarter","market","occupancy_proportion","mt","st","remainder","z1","z2","theta1","theta2","se_theta1","se_theta2"
2020,"Q1","2020Q1","Washington D.C.",0.19,0.129752310674248,0.0437640191092953,0.0164836702164564,NA,NA,0,0,0,0
2020,"Q1","2020Q1","Manhattan",0.08,0.0227282371187365,0.0404687185568017,0.0168030443244617,NA,NA,0,0,0,0
2020,"Q1","2020Q1","Chicago",0.14,0.0945858388011054,0.0263399313237873,0.0190742298751073,NA,NA,0,0,0,0
2020,"Q1","2020Q1","Houston",0.33,0.244325156550745,0.0609072413980629,0.0247676020511921,NA,NA,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2020,"Q1","2020Q1","Philadelphia",0.2,0.168867285890789,0.0299081112139529,0.00122460289525833,NA,NA,0,0,0,0
2020,"Q1","2020Q1","San Francisco",0.09,0.0488729901123072,0.0385582509966337,0.00256875889105911,NA,NA,0,0,0,0
2020,"Q1","2020Q1","Los Angeles",0.29,0.257592461630149,0.033020349662876,-0.000612811293024595,NA,NA,0,0,0,0
2020,"Q1","2020Q1","Dallas/Ft Worth",0.33,0.27207244702501,0.0513215164241837,0.0066060365508061,NA,NA,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2020,"Q1","2020Q1","South Bay/San Jose",0.15,0.103643378277594,0.0379103114195816,0.00844631030282397,NA,NA,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2020,"Q1","2020Q1","Austin",0.26,0.167502368721893,0.0844888068571774,0.00800882442092915,NA,NA,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2020,"Q2","2020Q2","Washington D.C.",0.17,0.155691304082336,0.0438433812216741,-0.0295346853040105,0.0164836702164564,NA,0,0,0,0
2020,"Q2","2020Q2","Manhattan",0.08,0.0630380702992228,0.0531560593401896,-0.0361941296394124,0.0168030443244617,NA,0,0,0,0
2020,"Q2","2020Q2","Chicago",0.16,0.128406039959473,0.0633674036390086,-0.0317734435984814,0.0190742298751073,NA,0,0,0,0
2020,"Q2","2020Q2","Houston",0.32,0.274781657701172,0.0739165157431929,-0.0286981734443654,0.0247676020511921,NA,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2020,"Q2","2020Q2","Philadelphia",0.21,0.193355212977335,0.0274727720431489,-0.010827985020484,0.00122460289525833,NA,0,0,0,0
2020,"Q2","2020Q2","San Francisco",0.12,0.0794430607852709,0.054058490184234,-0.013501550969505,0.00256875889105911,NA,0,0,0,0
2020,"Q2","2020Q2","Los Angeles",0.3,0.25735499440839,0.0468244679504488,-0.00417946235883843,-0.000612811293024595,NA,0,0,0,0
2020,"Q2","2020Q2","Dallas/Ft Worth",0.35,0.307022718995973,0.0615939322989676,-0.0186166512949407,0.0066060365508061,NA,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2020,"Q2","2020Q2","South Bay/San Jose",0.15,0.124861110177479,0.0371837753010653,-0.0120448854785441,0.00844631030282397,NA,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2020,"Q2","2020Q2","Austin",0.27,0.227426895082245,0.069281517170201,-0.0267084122524459,0.00800882442092915,NA,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2020,"Q3","2020Q3","Washington D.C.",0.22,0.178825605761895,0.0616268780290479,-0.0204524837909432,-0.0295346853040105,0.0164836702164564,0,0,0,0
2020,"Q3","2020Q3","Manhattan",0.14,0.0992828081360575,0.0593719701006333,-0.0186547782366908,-0.0361941296394124,0.0168030443244617,0,0,0,0
2020,"Q3","2020Q3","Chicago",0.2,0.159080229090802,0.0685391926366951,-0.0276194217274972,-0.0317734435984814,0.0190742298751073,0,0,0,0
2020,"Q3","2020Q3","Houston",0.33,0.303939709053255,0.0639513089430661,-0.0378910179963211,-0.0286981734443654,0.0247676020511921,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2020,"Q3","2020Q3","Philadelphia",0.26,0.21577907452136,0.0464994793352211,-0.00227855385658132,-0.010827985020484,0.00122460289525833,0,0,0,0
2020,"Q3","2020Q3","San Francisco",0.13,0.106457921151854,0.0428604139034112,-0.0193183350552652,-0.0135015509695049,0.00256875889105911,0,0,0,0
2020,"Q3","2020Q3","Los Angeles",0.28,0.25476916923195,0.0439833751371319,-0.0187525443690819,-0.00417946235883843,-0.000612811293024595,0,0,0,0
2020,"Q3","2020Q3","Dallas/Ft Worth",0.39,0.339463585674219,0.0603068817875765,-0.00977046746179505,-0.0186166512949407,0.0066060365508061,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2020,"Q3","2020Q3","South Bay/San Jose",0.17,0.144059288739337,0.0532483054309773,-0.0273075941703138,-0.0120448854785441,0.00844631030282397,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2020,"Q3","2020Q3","Austin",0.33,0.283033317931602,0.0646652158894464,-0.0176985338210485,-0.0267084122524459,0.00800882442092915,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2020,"Q4","2020Q4","Washington D.C.",0.14,0.20152056468942,-0.149234282329563,0.0877137176401438,-0.0204524837909432,-0.0295346853040105,0,0,0,0
2020,"Q4","2020Q4","Manhattan",0.09,0.134338279553757,-0.1529968521529,0.108658572599143,-0.0186547782366908,-0.0361941296394124,0,0,0,0
2020,"Q4","2020Q4","Chicago",0.13,0.18876913754672,-0.158246507320171,0.0994773697734505,-0.0276194217274972,-0.0317734435984814,0,0,0,0
2020,"Q4","2020Q4","Houston",0.22,0.333949445308586,-0.198774982922908,0.0848255376143219,-0.0378910179963211,-0.0286981734443654,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2020,"Q4","2020Q4","Philadelphia",0.18,0.237204239414162,-0.103880463518378,0.0466762241042165,-0.00227855385658132,-0.010827985020484,0,0,0,0
2020,"Q4","2020Q4","San Francisco",0.09,0.130723974933757,-0.135477352266549,0.0947533773327915,-0.0193183350552652,-0.0135015509695049,0,0,0,0
2020,"Q4","2020Q4","Los Angeles",0.2,0.25008928910672,-0.123828279180862,0.0737389900741421,-0.0187525443690819,-0.00417946235883843,0,0,0,0
2020,"Q4","2020Q4","Dallas/Ft Worth",0.27,0.371339626878819,-0.173222454290167,0.0718828274113477,-0.00977046746179505,-0.0186166512949407,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2020,"Q4","2020Q4","South Bay/San Jose",0.11,0.161811573625176,-0.128342447605836,0.0765308739806602,-0.0273075941703138,-0.0120448854785441,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2020,"Q4","2020Q4","Austin",0.24,0.337033629262983,-0.218435705924086,0.121402076661102,-0.0176985338210485,-0.0267084122524459,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2021,"Q1","2021Q1","Washington D.C.",0.21,0.220565090111296,0.0437640191092953,-0.0543291092205914,0.0877137176401438,-0.0204524837909432,0,0,0,0
2021,"Q1","2021Q1","Manhattan",0.14,0.161232648863827,0.0404687185568017,-0.0617013674206288,0.108658572599143,-0.0186547782366908,0,0,0,0
2021,"Q1","2021Q1","Chicago",0.19,0.211182253524174,0.0263399313237873,-0.0475221848479617,0.0994773697734505,-0.0276194217274972,0,0,0,0
2021,"Q1","2021Q1","Houston",0.37,0.371039128576236,0.0609072413980629,-0.0619463699742988,0.0848255376143219,-0.0378910179963211,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2021,"Q1","2021Q1","Philadelphia",0.25,0.254011446126447,0.0299081112139529,-0.0339195573403996,0.0466762241042165,-0.00227855385658132,0,0,0,0
2021,"Q1","2021Q1","San Francisco",0.13,0.1453594673148,0.0385582509966337,-0.0539177183114332,0.0947533773327915,-0.0193183350552652,0,0,0,0
2021,"Q1","2021Q1","Los Angeles",0.22,0.246723843091011,0.033020349662876,-0.0597441927538873,0.0737389900741421,-0.0187525443690819,0,0,0,0
2021,"Q1","2021Q1","Dallas/Ft Worth",0.39,0.396256417214826,0.0513215164241837,-0.05757793363901,0.0718828274113477,-0.00977046746179505,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2021,"Q1","2021Q1","South Bay/San Jose",0.17,0.178272426984376,0.0379103114195816,-0.0461827384039578,0.0765308739806601,-0.0273075941703138,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
2021,"Q1","2021Q1","Austin",0.37,0.380609972669972,0.0844888068571774,-0.0950987795271495,0.121402076661102,-0.0176985338210485,-1.17863115166158,0.488835961123322,0.273522347864908,0.275809887680236
2021,"Q2","2021Q2","Washington D.C.",0.27,0.229112250963214,0.0438433812216741,-0.00295563218488831,-0.0543291092205914,0.0877137176401438,0,0,0,0
2021,"Q2","2021Q2","Manhattan",0.21,0.176743651925642,0.0531560593401896,-0.0198997112658319,-0.0617013674206288,0.108658572599143,0,0,0,0
2021,"Q2","2021Q2","Chicago",0.27,0.220876208954423,0.0633674036390086,-0.0142436125934319,-0.0475221848479617,0.0994773697734505,0,0,0,0
2021,"Q2","2021Q2","Houston",0.49,0.390182890399926,0.0739165157431929,0.0259005938568808,-0.0619463699742987,0.0848255376143219,-1.53233122612886,0.841712698756879,0.391672941518058,0.489376676770775
2021,"Q2","2021Q2","Philadelphia",0.29,0.265862594943511,0.0274727720431489,-0.00333536698665976,-0.0339195573403996,0.0466762241042165,0,0,0,0
2021,"Q2","2021Q2","San Francisco",0.19,0.154012474015659,0.054058490184234,-0.018070964199893,-0.0539177183114332,0.0947533773327915,0,0,0,0
2021,"Q2","2021Q2","Los Angeles",0.28,0.245890876439902,0.0468244679504488,-0.0127153443903503,-0.0597441927538873,0.0737389900741421,0,0,0,0
2021,"Q2","2021Q2","Dallas/Ft Worth",0.5,0.402875228389886,0.0615939322989676,0.0355308393111464,-0.05757793363901,0.0718828274113477,-1.27519039122858,0.602068228955075,0.417683229715922,0.438617179078399
2021,"Q2","2021Q2","South Bay/San Jose",0.22,0.189059770880266,0.0371837753010653,-0.00624354618133116,-0.0461827384039578,0.0765308739806601,-1.24268741646703,0.364349045325762,0.271645533211464,0.286978913320339
